Order Date,Region,Sales,Order Year,Order Month,Order YearMonth
2011-06-30,Central Asia,75.87,2011,6,2011-06
2011-06-30,Southeast Asia,67.89,2011,6,2011-06
2011-06-30,North,14.6,2011,6,2011-06
2011-06-30,East,2.688,2011,6,2011-06
2011-06-30,Caribbean,1852.032,2011,6,2011-06
2011-06-30,Central,19.608,2011,6,2011-06
2011-06-30,Central,21.312,2011,6,2011-06
2011-06-30,Southeast Asia,533.1588,2011,6,2011-06
2011-06-30,Central,5.248,2011,6,2011-06
2011-06-30,Southeast Asia,176.49,2011,6,2011-06
2011-07-01,North,34.02,2011,7,2011-07
2011-07-01,Central,138.82,2011,7,2011-07
2011-07-01,South,5.184,2011,7,2011-07
2011-07-01,North Asia,1888.236,2011,7,2011-07
2011-07-01,North Asia,622.86,2011,7,2011-07
2011-07-01,South,575.92,2011,7,2011-07
2011-07-01,Central,463.44,2011,7,2011-07
2011-07-01,West,19.92,2011,7,2011-07
2011-07-01,Central,61.84,2011,7,2011-07
2011-07-01,Africa,29.268,2011,7,2011-07
2011-07-01,Africa,5.148,2011,7,2011-07
2011-07-02,Oceania,171.288,2011,7,2011-07
2011-07-02,North,34.875,2011,7,2011-07
2011-07-02,Oceania,31.968,2011,7,2011-07
2011-07-02,Caribbean,46.08,2011,7,2011-07
2011-07-02,East,73.98,2011,7,2011-07
2011-07-02,Caribbean,25.184,2011,7,2011-07
2011-07-02,East,5.58,2011,7,2011-07
2011-07-04,Southeast Asia,248.9004,2011,7,2011-07
2011-07-04,South,21.84,2011,7,2011-07
2011-07-04,South,15.6,2011,7,2011-07
2011-07-04,Caribbean,102.576,2011,7,2011-07
2011-07-04,Southeast Asia,44.9295,2011,7,2011-07
2011-07-04,West,32.432,2011,7,2011-07
2011-07-04,Central,799.848,2011,7,2011-07
2011-07-04,West,177.536,2011,7,2011-07
2011-07-04,Southeast Asia,29.238,2011,7,2011-07
2011-07-04,Central,171.2,2011,7,2011-07
2011-07-04,EMEA,7.77,2011,7,2011-07
2011-07-04,Southeast Asia,51.711,2011,7,2011-07
2011-07-04,Southeast Asia,278.85,2011,7,2011-07
2011-07-05,Southeast Asia,415.1826,2011,7,2011-07
2011-07-05,Central,19.6,2011,7,2011-07
2011-07-05,Southeast Asia,36.9234,2011,7,2011-07
2011-07-05,South,479.97,2011,7,2011-07
2011-07-05,South,14.62,2011,7,2011-07
2011-07-05,South,4.368,2011,7,2011-07
2011-07-05,Africa,3.99,2011,7,2011-07
2011-07-05,EMEA,182.76,2011,7,2011-07
2011-07-05,Africa,48.96,2011,7,2011-07
2011-07-05,Central,50.4,2011,7,2011-07
2011-07-05,Southeast Asia,26.235,2011,7,2011-07
2011-07-05,Oceania,56.61,2011,7,2011-07
2011-07-05,Central,220.776,2011,7,2011-07
2011-07-05,South,19.52,2011,7,2011-07
2011-07-05,South,19.44,2011,7,2011-07
2011-07-05,Southeast Asia,727.6878,2011,7,2011-07
2011-07-05,Southeast Asia,49.8,2011,7,2011-07
2011-07-05,West,180.96,2011,7,2011-07
2011-07-05,Central,281.424,2011,7,2011-07
2011-07-05,South,213.216,2011,7,2011-07
2011-07-05,Southeast Asia,88.0215,2011,7,2011-07
2011-07-05,Southeast Asia,63.0912,2011,7,2011-07
2011-07-05,Central,324.06,2011,7,2011-07
2011-07-05,Central,70.74,2011,7,2011-07
2011-07-05,Central,115.58,2011,7,2011-07
2011-07-05,South,9.81,2011,7,2011-07
2011-07-06,Oceania,180.396,2011,7,2011-07
2011-07-06,West,478.48,2011,7,2011-07
2011-07-06,Africa,18.27,2011,7,2011-07
2011-07-06,North Asia,19.38,2011,7,2011-07
2011-07-06,East,559.992,2011,7,2011-07
2011-07-06,Central Asia,34.02,2011,7,2011-07
2011-07-06,Oceania,42.57,2011,7,2011-07
2011-07-06,Oceania,90.018,2011,7,2011-07
2011-07-06,North Asia,353.22,2011,7,2011-07
2011-07-06,North Asia,90.96,2011,7,2011-07
2011-07-06,EMEA,23.97,2011,7,2011-07
2011-07-06,Central,174.6,2011,7,2011-07
2011-07-06,Central,76.41,2011,7,2011-07
2011-07-06,Central,993.531,2011,7,2011-07
2011-07-06,North,108.48,2011,7,2011-07
2011-07-06,South,529.15956,2011,7,2011-07
2011-07-07,Central,689.52,2011,7,2011-07
2011-07-07,South,163.38,2011,7,2011-07
2011-07-07,Africa,38.52,2011,7,2011-07
2011-07-07,Africa,69.18,2011,7,2011-07
2011-07-07,Africa,651.708,2011,7,2011-07
2011-07-07,North,61.64,2011,7,2011-07
2011-07-07,Africa,32.28,2011,7,2011-07
2011-07-07,Central,546.96,2011,7,2011-07
2011-07-07,Africa,16.407,2011,7,2011-07
2011-07-07,Africa,11.1,2011,7,2011-07
2011-07-07,South,194.01512,2011,7,2011-07
2011-07-07,East,172.186,2011,7,2011-07
2011-07-07,East,69.008,2011,7,2011-07
2011-07-07,North,24.156,2011,7,2011-07
2011-07-07,Oceania,186.462,2011,7,2011-07
2011-07-07,Africa,14.103,2011,7,2011-07
2011-07-07,Africa,1855.68,2011,7,2011-07
2011-07-07,North,59.64,2011,7,2011-07
2011-07-08,Central,250.02,2011,7,2011-07
2011-07-08,Southeast Asia,1630.125,2011,7,2011-07
2011-07-08,Central,60.48,2011,7,2011-07
2011-07-08,Southeast Asia,213.84,2011,7,2011-07
2011-07-08,Central,51.678,2011,7,2011-07
2011-07-08,Central,116.1,2011,7,2011-07
2011-07-08,Oceania,50.949,2011,7,2011-07
2011-07-08,West,196.704,2011,7,2011-07
2011-07-08,Central,249.0,2011,7,2011-07
2011-07-08,East,63.882,2011,7,2011-07
2011-07-08,West,502.488,2011,7,2011-07
2011-07-09,West,41.904,2011,7,2011-07
2011-07-09,West,32.4,2011,7,2011-07
2011-07-09,Central,10.368,2011,7,2011-07
2011-07-09,South,133.392,2011,7,2011-07
2011-07-09,Canada,127.8,2011,7,2011-07
2011-07-09,West,2.88,2011,7,2011-07
2011-07-09,West,23.92,2011,7,2011-07
2011-07-09,Central,64.38,2011,7,2011-07
2011-07-09,West,14.304,2011,7,2011-07
2011-07-09,North,90.2,2011,7,2011-07
2011-07-09,West,119.833,2011,7,2011-07
2011-07-09,Central,1057.38,2011,7,2011-07
2011-07-09,Central,102.78,2011,7,2011-07
2011-07-09,Central,14.352,2011,7,2011-07
2011-07-09,Canada,51.78,2011,7,2011-07
2011-07-09,South,49.296,2011,7,2011-07
2011-07-09,Africa,80.55,2011,7,2011-07
2011-07-09,West,5.56,2011,7,2011-07
2011-07-11,East,49.12,2011,7,2011-07
2011-07-11,East,164.85,2011,7,2011-07
2011-07-11,Central,10.368,2011,7,2011-07
2011-07-11,Central,24.6,2011,7,2011-07
2011-07-11,East,14.4,2011,7,2011-07
2011-07-11,Central,140.265,2011,7,2011-07
2011-07-11,Africa,211.65,2011,7,2011-07
2011-07-11,East,177.2,2011,7,2011-07
2011-07-11,East,124.11,2011,7,2011-07
2011-07-11,Southeast Asia,54.1824,2011,7,2011-07
2011-07-11,East,854.94,2011,7,2011-07
2011-07-11,Central,575.968,2011,7,2011-07
2011-07-11,East,18.28,2011,7,2011-07
2011-07-11,North,522.51288,2011,7,2011-07
2011-07-11,Southeast Asia,600.84,2011,7,2011-07
2011-07-11,Southeast Asia,455.1876,2011,7,2011-07
2011-07-11,Southeast Asia,216.8775,2011,7,2011-07
2011-07-11,East,197.97,2011,7,2011-07
2011-07-11,Southeast Asia,61.281,2011,7,2011-07
2011-07-11,North,111.96,2011,7,2011-07
2011-07-11,Southeast Asia,589.815,2011,7,2011-07
2011-07-11,Southeast Asia,51.7275,2011,7,2011-07
2011-07-12,West,255.936,2011,7,2011-07
2011-07-12,Central,512.358,2011,7,2011-07
2011-07-12,Central,22.288,2011,7,2011-07
2011-07-12,Central,35.856,2011,7,2011-07
2011-07-12,South,191.31,2011,7,2011-07
2011-07-12,Central,3.488,2011,7,2011-07
2011-07-12,West,123.136,2011,7,2011-07
2011-07-12,West,7.712,2011,7,2011-07
2011-07-12,Central,16.032,2011,7,2011-07
2011-07-12,North,61.215,2011,7,2011-07
2011-07-12,Africa,115.86,2011,7,2011-07
2011-07-12,Central,56.52,2011,7,2011-07
2011-07-12,South,81.0,2011,7,2011-07
2011-07-12,Central Asia,1057.8,2011,7,2011-07
2011-07-12,Oceania,189.54,2011,7,2011-07
2011-07-12,Oceania,154.872,2011,7,2011-07
2011-07-12,Africa,20.16,2011,7,2011-07
2011-07-12,West,11.264,2011,7,2011-07
2011-07-12,Oceania,52.812,2011,7,2011-07
2011-07-12,North,23.88,2011,7,2011-07
2011-07-12,West,698.352,2011,7,2011-07
2011-07-12,Central,63.0,2011,7,2011-07
2011-07-12,North,92.64,2011,7,2011-07
2011-07-12,EMEA,10.86,2011,7,2011-07
2011-07-12,Central,594.86,2011,7,2011-07
2011-07-12,North,85.92,2011,7,2011-07
2011-07-12,Central,23.84,2011,7,2011-07
2011-07-12,Central,414.9,2011,7,2011-07
2011-07-12,West,249.75,2011,7,2011-07
2011-07-13,North,193.8,2011,7,2011-07
2011-07-13,Central,13.32,2011,7,2011-07
2011-07-13,West,351.216,2011,7,2011-07
2011-07-13,Caribbean,12.16,2011,7,2011-07
2011-07-13,Central,17.2,2011,7,2011-07
2011-07-13,EMEA,108.66,2011,7,2011-07
2011-07-13,Caribbean,137.472,2011,7,2011-07
2011-07-13,Central,37.64,2011,7,2011-07
2011-07-13,Central,583.92,2011,7,2011-07
2011-07-13,North,94.08,2011,7,2011-07
2011-07-13,Caribbean,9.344,2011,7,2011-07
2011-07-13,Central,67.28,2011,7,2011-07
2011-07-13,Central,235.48,2011,7,2011-07
2011-07-13,Central,78.57,2011,7,2011-07
2011-07-14,East,39.48,2011,7,2011-07
2011-07-14,East,31.984,2011,7,2011-07
2011-07-14,East,17.94,2011,7,2011-07
2011-07-14,South,103.08,2011,7,2011-07
2011-07-14,East,13.494,2011,7,2011-07
2011-07-14,North,956.34,2011,7,2011-07
2011-07-14,Central,424.2,2011,7,2011-07
2011-07-14,Central,62.04,2011,7,2011-07
2011-07-14,South,41.232,2011,7,2011-07
2011-07-14,West,55.92,2011,7,2011-07
2011-07-14,North,737.91,2011,7,2011-07
2011-07-14,Central,66.87,2011,7,2011-07
2011-07-14,Central,38.272,2011,7,2011-07
2011-07-14,Central,29.932,2011,7,2011-07
2011-07-14,East,41.584,2011,7,2011-07
2011-07-14,South,350.88,2011,7,2011-07
2011-07-14,East,23.988,2011,7,2011-07
2011-07-15,EMEA,3.024,2011,7,2011-07
2011-07-15,EMEA,23.184,2011,7,2011-07
2011-07-15,Southeast Asia,151.1976,2011,7,2011-07
2011-07-15,Central,6.54,2011,7,2011-07
2011-07-15,Central,2.97,2011,7,2011-07
2011-07-15,EMEA,140.976,2011,7,2011-07
2011-07-15,Central,311.796,2011,7,2011-07
2011-07-15,EMEA,257.076,2011,7,2011-07
2011-07-15,Central,36.984,2011,7,2011-07
2011-07-16,North Asia,51.12,2011,7,2011-07
2011-07-16,Africa,65.13,2011,7,2011-07
2011-07-16,North Asia,1729.14,2011,7,2011-07
2011-07-16,Central,523.86,2011,7,2011-07
2011-07-16,EMEA,267.912,2011,7,2011-07
2011-07-16,Africa,107.28,2011,7,2011-07
2011-07-16,North Asia,265.59,2011,7,2011-07
2011-07-16,Africa,40.26,2011,7,2011-07
2011-07-16,North Asia,244.08,2011,7,2011-07
2011-07-16,Africa,14.55,2011,7,2011-07
2011-07-16,Africa,227.16,2011,7,2011-07
2011-07-16,Africa,61.38,2011,7,2011-07
2011-07-16,Central,29.04,2011,7,2011-07
2011-07-17,Caribbean,71.46,2011,7,2011-07
2011-07-17,Caribbean,36.3,2011,7,2011-07
2011-07-17,North Asia,166.92,2011,7,2011-07
2011-07-17,Caribbean,80.32,2011,7,2011-07
2011-07-18,Southeast Asia,34.0326,2011,7,2011-07
2011-07-18,East,13.904,2011,7,2011-07
2011-07-18,Central,332.019,2011,7,2011-07
2011-07-18,North,42.24,2011,7,2011-07
2011-07-18,Africa,268.32,2011,7,2011-07
2011-07-18,North,26.24,2011,7,2011-07
2011-07-18,Oceania,111.024,2011,7,2011-07
2011-07-18,Oceania,223.83,2011,7,2011-07
2011-07-18,Africa,1658.64,2011,7,2011-07
2011-07-18,South,44.736,2011,7,2011-07
2011-07-18,EMEA,13.47,2011,7,2011-07
2011-07-18,North,1207.08,2011,7,2011-07
2011-07-18,North,701.616,2011,7,2011-07
2011-07-18,Africa,31.428,2011,7,2011-07
2011-07-18,EMEA,28.44,2011,7,2011-07
2011-07-18,Caribbean,32.04,2011,7,2011-07
2011-07-18,Caribbean,110.64,2011,7,2011-07
2011-07-18,West,259.136,2011,7,2011-07
2011-07-18,Caribbean,304.74,2011,7,2011-07
2011-07-19,West,6.096,2011,7,2011-07
2011-07-19,Africa,542.34,2011,7,2011-07
2011-07-19,East,359.98,2011,7,2011-07
2011-07-19,South,16.76,2011,7,2011-07
2011-07-19,East,70.56,2011,7,2011-07
2011-07-19,Africa,55.44,2011,7,2011-07
2011-07-19,Southeast Asia,108.6288,2011,7,2011-07
2011-07-19,Southeast Asia,2555.64,2011,7,2011-07
2011-07-19,Southeast Asia,980.91,2011,7,2011-07
2011-07-19,Central,45.36,2011,7,2011-07
2011-07-19,East,3.81,2011,7,2011-07
2011-07-19,East,20.88,2011,7,2011-07
2011-07-20,West,535.41,2011,7,2011-07
2011-07-20,Central Asia,23.775,2011,7,2011-07
2011-07-20,North,106.092,2011,7,2011-07
2011-07-20,East,25.984,2011,7,2011-07
2011-07-20,North,78.75,2011,7,2011-07
2011-07-20,Oceania,36.882,2011,7,2011-07
2011-07-20,West,104.85,2011,7,2011-07
2011-07-20,West,89.712,2011,7,2011-07
2011-07-20,North,123.21,2011,7,2011-07
2011-07-20,Central,16.74,2011,7,2011-07
2011-07-20,Oceania,176.256,2011,7,2011-07
2011-07-20,Oceania,262.278,2011,7,2011-07
2011-07-20,West,8.704,2011,7,2011-07
2011-07-20,North,10.8,2011,7,2011-07
2011-07-20,Africa,530.52,2011,7,2011-07
2011-07-20,North Asia,147.69,2011,7,2011-07
2011-07-20,Southeast Asia,57.8925,2011,7,2011-07
2011-07-20,Central,342.864,2011,7,2011-07
2011-07-20,North,178.32,2011,7,2011-07
2011-07-20,North Asia,165.24,2011,7,2011-07
2011-07-20,Africa,190.2,2011,7,2011-07
2011-07-20,West,22.83,2011,7,2011-07
2011-07-20,Southeast Asia,32.121,2011,7,2011-07
2011-07-20,EMEA,31.077,2011,7,2011-07
2011-07-20,Central,976.08,2011,7,2011-07
2011-07-20,Africa,38.52,2011,7,2011-07
2011-07-20,Central,981.372,2011,7,2011-07
2011-07-20,West,11.96,2011,7,2011-07
2011-07-20,Oceania,1535.814,2011,7,2011-07
2011-07-20,Africa,297.96,2011,7,2011-07
2011-07-20,East,27.36,2011,7,2011-07
2011-07-20,North,33.66,2011,7,2011-07
2011-07-20,EMEA,383.904,2011,7,2011-07
2011-07-20,West,13.12,2011,7,2011-07
2011-07-20,North,272.76,2011,7,2011-07
2011-07-20,West,43.02,2011,7,2011-07
2011-07-20,West,41.94,2011,7,2011-07
2011-07-20,West,19.92,2011,7,2011-07
2011-07-21,Central,11.544,2011,7,2011-07
2011-07-21,Central,4.992,2011,7,2011-07
2011-07-21,South,95.0,2011,7,2011-07
2011-07-21,Canada,1083.54,2011,7,2011-07
2011-07-21,South,392.93256,2011,7,2011-07
2011-07-21,Canada,19.2,2011,7,2011-07
2011-07-21,Central,146.064,2011,7,2011-07
2011-07-21,Canada,290.7,2011,7,2011-07
2011-07-21,Canada,49.71,2011,7,2011-07
2011-07-21,South,140.98,2011,7,2011-07
2011-07-21,Central,307.56336,2011,7,2011-07
2011-07-21,West,272.848,2011,7,2011-07
2011-07-21,North Asia,148.8,2011,7,2011-07
2011-07-21,Central,657.93,2011,7,2011-07
2011-07-21,South,272.72,2011,7,2011-07
2011-07-21,Central,35.98,2011,7,2011-07
2011-07-21,Central,87.92,2011,7,2011-07
2011-07-21,Central,650.88,2011,7,2011-07
2011-07-21,North,51.63,2011,7,2011-07
2011-07-21,West,99.2,2011,7,2011-07
2011-07-21,North,127.725,2011,7,2011-07
2011-07-21,South,260.352,2011,7,2011-07
2011-07-21,North,90.06,2011,7,2011-07
2011-07-21,West,801.568,2011,7,2011-07
2011-07-21,Central,1.044,2011,7,2011-07
2011-07-22,West,717.72,2011,7,2011-07
2011-07-22,North,1508.04,2011,7,2011-07
2011-07-22,West,11.52,2011,7,2011-07
2011-07-22,East,5.96,2011,7,2011-07
2011-07-22,Caribbean,30.222,2011,7,2011-07
2011-07-22,West,170.352,2011,7,2011-07
2011-07-22,East,159.98,2011,7,2011-07
2011-07-22,West,236.5,2011,7,2011-07
2011-07-22,Central,26.632,2011,7,2011-07
2011-07-22,Caribbean,147.42,2011,7,2011-07
2011-07-22,North,11.61,2011,7,2011-07
2011-07-22,West,19.68,2011,7,2011-07
2011-07-22,Caribbean,16.776,2011,7,2011-07
2011-07-22,Caribbean,5.52,2011,7,2011-07
2011-07-22,Caribbean,6.528,2011,7,2011-07
2011-07-23,West,302.376,2011,7,2011-07
2011-07-23,Central,77.98,2011,7,2011-07
2011-07-23,South,124.68,2011,7,2011-07
2011-07-23,West,604.752,2011,7,2011-07
2011-07-23,West,40.7,2011,7,2011-07
2011-07-23,West,8.16,2011,7,2011-07
2011-07-23,Central,124.26,2011,7,2011-07
2011-07-23,Central,22.92,2011,7,2011-07
2011-07-23,Southeast Asia,13.5456,2011,7,2011-07
2011-07-23,West,479.04,2011,7,2011-07
2011-07-23,Southeast Asia,242.7252,2011,7,2011-07
2011-07-23,Southeast Asia,42.1308,2011,7,2011-07
2011-07-23,EMEA,48.576,2011,7,2011-07
2011-07-23,West,45.0,2011,7,2011-07
2011-07-23,Central,46.56,2011,7,2011-07
2011-07-23,Central,23.2,2011,7,2011-07
2011-07-23,Central,9.66,2011,7,2011-07
2011-07-23,South,130.56,2011,7,2011-07
2011-07-23,South,41.12,2011,7,2011-07
2011-07-23,Southeast Asia,297.9036,2011,7,2011-07
2011-07-23,East,99.98,2011,7,2011-07
2011-07-23,West,9.24,2011,7,2011-07
2011-07-23,West,1023.936,2011,7,2011-07
2011-07-24,North,39.32,2011,7,2011-07
2011-07-24,South,22.56,2011,7,2011-07
2011-07-24,South,39.6,2011,7,2011-07
2011-07-25,Oceania,89.91,2011,7,2011-07
2011-07-25,West,77.92,2011,7,2011-07
2011-07-25,EMEA,636.15,2011,7,2011-07
2011-07-25,Oceania,1415.88,2011,7,2011-07
2011-07-25,Oceania,27.702,2011,7,2011-07
2011-07-25,Oceania,46.116,2011,7,2011-07
2011-07-25,West,6.48,2011,7,2011-07
2011-07-25,EMEA,260.34,2011,7,2011-07
2011-07-25,Southeast Asia,48.804,2011,7,2011-07
2011-07-25,West,8187.65,2011,7,2011-07
2011-07-25,Oceania,1431.54,2011,7,2011-07
2011-07-25,West,15.52,2011,7,2011-07
2011-07-25,EMEA,14.22,2011,7,2011-07
2011-07-25,West,53.72,2011,7,2011-07
2011-07-25,EMEA,23.82,2011,7,2011-07
2011-07-26,Caribbean,232.624,2011,7,2011-07
2011-07-26,Central,17.496,2011,7,2011-07
2011-07-26,Africa,32.13,2011,7,2011-07
2011-07-26,South,25.71,2011,7,2011-07
2011-07-26,North,79.0,2011,7,2011-07
2011-07-26,West,674.352,2011,7,2011-07
2011-07-26,Central,123.552,2011,7,2011-07
2011-07-26,EMEA,110.22,2011,7,2011-07
2011-07-26,Central,16.784,2011,7,2011-07
2011-07-26,Africa,100.152,2011,7,2011-07
2011-07-26,Africa,33.012,2011,7,2011-07
2011-07-26,Africa,206.4,2011,7,2011-07
2011-07-26,Central,2177.584,2011,7,2011-07
2011-07-26,Central,4.836,2011,7,2011-07
2011-07-26,South,194.472,2011,7,2011-07
2011-07-26,West,111.93,2011,7,2011-07
2011-07-26,Oceania,427.68,2011,7,2011-07
2011-07-26,Africa,14.61,2011,7,2011-07
2011-07-26,Central,135.54,2011,7,2011-07
2011-07-26,South,67.88,2011,7,2011-07
2011-07-26,Central,8.88,2011,7,2011-07
2011-07-26,South,162.89,2011,7,2011-07
2011-07-26,West,134.01,2011,7,2011-07
2011-07-26,West,170.97,2011,7,2011-07
2011-07-26,Central,27.702,2011,7,2011-07
2011-07-26,West,911.984,2011,7,2011-07
2011-07-26,Caribbean,15.872,2011,7,2011-07
2011-07-26,Africa,364.32,2011,7,2011-07
2011-07-26,North,872.5514,2011,7,2011-07
2011-07-26,Central,17.46,2011,7,2011-07
2011-07-26,Africa,12.627,2011,7,2011-07
2011-07-26,Central,431.136,2011,7,2011-07
2011-07-27,North,347.0,2011,7,2011-07
2011-07-27,South,173.304,2011,7,2011-07
2011-07-27,Southeast Asia,823.8591,2011,7,2011-07
2011-07-27,South,9.6,2011,7,2011-07
2011-07-27,Southeast Asia,57.159,2011,7,2011-07
2011-07-27,Oceania,340.443,2011,7,2011-07
2011-07-27,North,404.4,2011,7,2011-07
2011-07-27,Central,1457.28,2011,7,2011-07
2011-07-27,North Asia,359.85,2011,7,2011-07
2011-07-27,Central,803.52972,2011,7,2011-07
2011-07-27,Central,22.16,2011,7,2011-07
2011-07-27,South,450.792,2011,7,2011-07
2011-07-27,Central,29.4,2011,7,2011-07
2011-07-27,Central,42.16,2011,7,2011-07
2011-07-27,Southeast Asia,121.2534,2011,7,2011-07
2011-07-27,North,111.12,2011,7,2011-07
2011-07-27,South,42.84,2011,7,2011-07
2011-07-27,Central,346.74,2011,7,2011-07
2011-07-27,Central,192.8,2011,7,2011-07
2011-07-27,West,276.28,2011,7,2011-07
2011-07-27,West,238.0,2011,7,2011-07
2011-07-27,North,46.5,2011,7,2011-07
2011-07-27,Central,1621.953,2011,7,2011-07
2011-07-27,Central,65.96,2011,7,2011-07
2011-07-27,North,117.92,2011,7,2011-07
2011-07-27,Southeast Asia,72.3096,2011,7,2011-07
2011-07-27,Oceania,267.3,2011,7,2011-07
2011-07-27,Central,380.916,2011,7,2011-07
2011-07-27,North,423.19192,2011,7,2011-07
2011-07-27,South,28.08,2011,7,2011-07
2011-07-27,East,65.78,2011,7,2011-07
2011-07-27,Central,54.9,2011,7,2011-07
2011-07-27,Central,9.6,2011,7,2011-07
2011-07-28,Southeast Asia,42.6786,2011,7,2011-07
2011-07-28,Southeast Asia,273.18,2011,7,2011-07
2011-07-28,South,48.944,2011,7,2011-07
2011-07-28,EMEA,26.88,2011,7,2011-07
2011-07-28,Canada,56.28,2011,7,2011-07
2011-07-28,Central,120.64,2011,7,2011-07
2011-07-28,South,129.888,2011,7,2011-07
2011-07-28,Central,623.16,2011,7,2011-07
2011-07-28,South,65.28,2011,7,2011-07
2011-07-28,Southeast Asia,184.8,2011,7,2011-07
2011-07-28,Southeast Asia,13.674,2011,7,2011-07
2011-07-28,South,14.32,2011,7,2011-07
2011-07-28,Southeast Asia,43.7568,2011,7,2011-07
2011-07-28,EMEA,98.46,2011,7,2011-07
2011-07-28,Central,1312.64,2011,7,2011-07
2011-07-28,Central Asia,33.18,2011,7,2011-07
2011-07-28,Southeast Asia,49.0779,2011,7,2011-07
2011-07-28,Central,73.65,2011,7,2011-07
2011-07-29,Central Asia,17.04,2011,7,2011-07
2011-07-29,EMEA,127.47,2011,7,2011-07
2011-07-29,North,470.48,2011,7,2011-07
2011-07-29,Southeast Asia,216.8442,2011,7,2011-07
2011-07-29,Southeast Asia,183.2475,2011,7,2011-07
2011-07-29,Central,19.665,2011,7,2011-07
2011-07-29,North,70.44,2011,7,2011-07
2011-07-29,North,55.2,2011,7,2011-07
2011-07-29,Central,30.285,2011,7,2011-07
2011-07-29,EMEA,42.06,2011,7,2011-07
2011-07-29,Central,164.46,2011,7,2011-07
2011-07-29,North,43.08,2011,7,2011-07
2011-07-29,Central Asia,106.56,2011,7,2011-07
2011-07-29,Central,116.22,2011,7,2011-07
2011-07-29,North,132.048,2011,7,2011-07
2011-07-29,EMEA,16.02,2011,7,2011-07
2011-07-29,Southeast Asia,62.805,2011,7,2011-07
2011-07-29,EMEA,43.56,2011,7,2011-07
2011-07-30,Central Asia,177.93,2011,7,2011-07
2011-07-30,West,1367.84,2011,7,2011-07
2011-07-30,Southeast Asia,1340.3421,2011,7,2011-07
2011-07-30,North Asia,21.6,2011,7,2011-07
2011-07-30,Southeast Asia,512.0436,2011,7,2011-07
2011-07-30,EMEA,43.02,2011,7,2011-07
2011-07-30,Southeast Asia,3.3231,2011,7,2011-07
2011-07-30,EMEA,101.4,2011,7,2011-07
2011-07-30,North Asia,619.2,2011,7,2011-07
2011-07-30,North Asia,18.54,2011,7,2011-07
2011-07-31,Southeast Asia,82.8258,2011,7,2011-07
2011-07-31,Central,49.95,2011,7,2011-07
2011-07-31,Central,25.62,2011,7,2011-07
2011-07-31,Southeast Asia,72.2178,2011,7,2011-07
2011-07-31,Central,85.14,2011,7,2011-07
2011-07-31,Central,160.2,2011,7,2011-07
2011-08-01,EMEA,1503.744,2011,8,2011-08
2011-08-01,EMEA,279.21,2011,8,2011-08
2011-08-01,EMEA,196.02,2011,8,2011-08
2011-08-01,Central,80.43,2011,8,2011-08
2011-08-01,EMEA,16.116,2011,8,2011-08
2011-08-01,Central,270.378,2011,8,2011-08
2011-08-01,EMEA,10.416,2011,8,2011-08
2011-08-01,Southeast Asia,253.3635,2011,8,2011-08
2011-08-01,South,62.92,2011,8,2011-08
2011-08-01,Africa,99.48,2011,8,2011-08
2011-08-01,Central,53.4,2011,8,2011-08
2011-08-01,Africa,8.973,2011,8,2011-08
2011-08-01,EMEA,13.26,2011,8,2011-08
2011-08-01,Africa,3.321,2011,8,2011-08
2011-08-01,Southeast Asia,24.651,2011,8,2011-08
2011-08-01,North Asia,52.47,2011,8,2011-08
2011-08-01,Africa,922.86,2011,8,2011-08
2011-08-01,South,78.304,2011,8,2011-08
2011-08-01,North Asia,1157.58,2011,8,2011-08
2011-08-01,Southeast Asia,102.762,2011,8,2011-08
2011-08-01,Africa,38.367,2011,8,2011-08
2011-08-01,Africa,90.234,2011,8,2011-08
2011-08-01,East,5.68,2011,8,2011-08
2011-08-01,South,17.544,2011,8,2011-08
2011-08-01,Africa,1.602,2011,8,2011-08
2011-08-01,Africa,40.158,2011,8,2011-08
2011-08-01,West,19.752,2011,8,2011-08
2011-08-01,EMEA,248.64,2011,8,2011-08
2011-08-01,Central,217.2,2011,8,2011-08
2011-08-01,EMEA,7.884,2011,8,2011-08
2011-08-01,Africa,11.73,2011,8,2011-08
2011-08-01,EMEA,85.02,2011,8,2011-08
2011-08-01,Africa,13.14,2011,8,2011-08
2011-08-01,EMEA,44.088,2011,8,2011-08
2011-08-01,South,44.128,2011,8,2011-08
2011-08-01,EMEA,24.0,2011,8,2011-08
2011-08-01,North Asia,516.96,2011,8,2011-08
2011-08-01,Central,99.252,2011,8,2011-08
2011-08-01,EMEA,40.704,2011,8,2011-08
2011-08-01,EMEA,13.38,2011,8,2011-08
2011-08-02,Central,838.38,2011,8,2011-08
2011-08-02,Oceania,34.02,2011,8,2011-08
2011-08-02,Southeast Asia,116.0775,2011,8,2011-08
2011-08-02,North,96.8,2011,8,2011-08
2011-08-02,Africa,10.41,2011,8,2011-08
2011-08-02,Africa,18.9,2011,8,2011-08
2011-08-02,Africa,275.4,2011,8,2011-08
2011-08-02,Africa,4.788,2011,8,2011-08
2011-08-02,Africa,101.52,2011,8,2011-08
2011-08-02,North,87.96,2011,8,2011-08
2011-08-02,Central,22.74,2011,8,2011-08
2011-08-02,Africa,43.767,2011,8,2011-08
2011-08-02,North,62.16,2011,8,2011-08
2011-08-02,Oceania,143.1,2011,8,2011-08
2011-08-02,Africa,4.14,2011,8,2011-08
2011-08-02,Africa,280.44,2011,8,2011-08
